text,true_label,predicted_label,shap_top_words,shap_word_importances,lime_top_words,lime_word_importances
"Hello,

I'm an investor and am interested in a business project that needs funding either as a Loan or Joint Venture, Presently i have clients (World wide) kindly get back to me as soon as possible if you have any for further information(s).

Yours truly,
Omar Hamad
Almana Group Almana 
Tower Airport Road, 
P.O.Box 491. Doha.
omarhamadlmana34@gmail.com
www.almanagroup.com",1,1,"[""\u0120clients"", ""ently"", ""\u0120i"", ""\u0120a"", ""\u0120or"", ""\u0120Loan"", "")"", ""\u0120wide"", ""\u0120possible"", ""\u0120if""]","[6.044178304296953e-05, 5.603951464334184e-05, 5.603826570290106e-05, 4.463142680901068e-05, 2.9411511840643705e-05, 2.9411335194456318e-05, 2.672581036609632e-05, 2.6724384642622885e-05, 1.628103606587198e-05, 1.628081900654016e-05]","[""project"", ""investor"", ""I"", ""Yours"", ""business"", ""Doha"", ""gmail"", ""further"", ""for"", ""491""]","[0.0013640703260409952, 0.0008365328188156138, 0.000836053704213894, 0.0008232755941277922, 0.0008027160014439477, 0.0007792739773372978, 0.0007498561132328929, 0.0006701239379793655, 0.0003299678072083746, 0.0002840942820118025]"
"Dear Sir,
My name is  Gregory Hicks, a US citizen, presently serving in Mosul, Iraq.

I have a very  urgent  need for assistance, I will disclose and provide adequate proof of  my  identity,and also explain how I got  your contact,but I must have some  assurances that you will not use such delicate information against me. I feel quite safe reaching you through this medium,although it has`been greatly abused, it  still remains one of the fastest and cheapest means of communication, this is also apart from the fact thatI have veryrestricted access to other means of communication.
 
However, this  correspondence is unofficial and should be treated as such.I have to urgently move  some  money out of here to a safe country as soon as i can have some assistance, and  I have discovered a secure way of doing so, I will explain the  source of money to you when I  am convinced that you sincerely want to work with me, but I assure you of your safety as far as this project is concerned.
 
Concealing  this money here has been a big problem/source of distraction to  me,  what I  require from you now is the assurance that you will honor my conditions, mostly as regards  taking care of my  share until  I complete my service here, and preserving all information relating to this.
 
I am offering  you  Six million dollars ($6,000,000) for your prospective role, but should  you have reasons to reject this  offer, please destroy this mail as any  leakage will be too  bad for us. I will continue with the details when you signify your intention to work with me.

please contact me through my private mailbox: <gregoryhicks@myway.com>
Respectfully,
Gregory Hicks",1,1,"[""\u0120out"", ""\u0120source"", ""\u0120explain"", ""\u0120safe"", ""\u0120country"", ""\u0120can"", ""\u0120soon"", ""\u0120i"", ""\u0120assistance"", ""\u0120some""]","[5.473985371888072e-05, 4.0474761691358355e-05, 3.2548438563632466e-05, 2.9848226242595248e-05, 2.984566041656459e-05, 2.88761660663618e-05, 2.8875797177837133e-05, 2.8875797177837133e-05, 2.0841425081622827e-05, 2.0840986528330378e-05]","[""urgent"", ""safety"", ""However"", ""also"", ""myway"", ""access"", ""assurances"", ""source"", ""destroy"", ""Iraq""]","[1.5923934731600872e-06, 1.4958514089920417e-06, 1.3983670320729684e-06, 1.3427868984022492e-06, 1.2948346543077965e-06, 1.2375644680223075e-06, 1.2324716602999566e-06, 1.0353495151040656e-06, 9.748756221737826e-07, 2.4121745447085212e-08]"
"do you want to know the secret of success in sexual life ? easy , convenient and discreet - order prescription drugs online . http : / / jcs . vsyohwd 6 a 5 dlhev . lagbekc . net goals are dreams with deadlines . if you would be loved , love and be lovable . i have always depended on the kindness of strangers .",1,1,"[""sy"", ""\u0120v"", ""\u0120j"", ""\u0120/"", ""\u01205"", ""\u0120d"", ""\u0120."", ""</s>"", ""cs"", ""v""]","[5.010877632432514e-05, 5.0108308995630876e-05, 3.2429686850971644e-05, 3.242882222467516e-05, 2.7129980201116557e-05, 2.7126928288785237e-05, 2.3591520811601516e-05, 2.3587431380714197e-05, 2.1781576934800898e-05, 1.4428170909504554e-05]","[""lovable"", ""http"", ""be"", ""with"", ""goals"", ""if"", ""deadlines"", ""i"", ""would"", ""lagbekc""]","[6.722010153151784e-05, 1.185494803395903e-05, 7.5124667052476024e-06, 6.878134818602342e-06, 6.625021607169625e-06, 5.317130394624545e-06, 4.3031246728467704e-06, 3.5246206215625915e-06, 1.8940961173559283e-06, 1.258096605951773e-06]"
"yesterday , enron settled a procedural dispute with dynegy over northern natural gas . our settlement allows dynegy to exercise its option to acquire the pipeline , dismisses their texas lawsuit and extends enron ' s right to repurchase until june 30 . we reached this settlement as part of our efforts to bring enron out of bankruptcy . while we would like to keep northern natural , we still have some 9 , 000 miles of safe , profitable interstate pipelines as a base to rebuild our core businesses .
the settlement provides the best opportunity to resolve the pipeline issue quickly and pursue our $ 10 billion damage claim against dynegy . it also allows us to avoid the very substantial costs and distractions from protracted litigation in state courts .
we want to see a positive future for the employees working with northern natural gas . below is a copy of a message from stan horton further explaining this decision to the employees of enron transportation services .
ken
dear ets colleague :
on thursday , enron entered into a settlement over dynegy ' s exercise of its option to acquire the northern natural gas pipeline . the settlement allows dynegy to exercise the option and assume interim control of the pipeline while enron pursues its damage claim against dynegy .
in this respect , enron corp . has carefully weighed the substantial costs and turmoil that litigating this possession issue would create for the company and the employees of northern natural gas . consequently , enron corp . has decided not to contest interim possession and allow the transfer of northern natural gas to dynegy , while the larger issues affecting its future are resolved .
the company has concluded that with this settlement , enron should be able to resolve the issue more quickly , as well as avoid the legal cost burden and distractions to the business from protracted litigation in state court . for the northern natural gas employees , i believe this decision should allow them to steer clear of the dispute and focus on the day - to - day satisfaction of running a valuable , successful business .
beginning immediately we will be working to achieve a smooth transition and to align the appropriate resources to assure continued safe , reliable and efficient operation of northern natural gas .
over many years we have run high quality , cost conscious and profitable businesses in ets . keep up the good work !
stan",0,0,"[""\u0120it"", ""\u0120also"", ""\u0120us"", ""\u0120still"", ""\u0120procedural"", ""\u0120some"", ""\u0120miles"", ""\u01209"", ""\u0120000"", ""\u0120dismiss""]","[0.1888646812962872, 0.18886467844053337, 0.12073366440733935, 0.04247691924863844, 0.031884331927519445, 0.025452463358856366, 0.025452463358856366, 0.025452462669988116, 0.025452462669988116, 0.015707170297971237]","[""enron"", ""settlement"", ""to"", ""the"", ""pipeline"", ""procedural"", ""until"", ""northern"", ""dispute"", ""a""]","[0.1792923977891505, 0.08184566961810388, 0.055370019008638804, 0.05482091426953102, 0.04604447915721492, 0.04243552894821722, 0.038990852702952536, 0.035589138204559785, 0.028290861687926726, 0.028081315764045905]"
"Dear Customer,             Your parcel have arrived our office, Our courier was unable to deliver the  parcel to you due to wrong or invalid delivery information.    To receive your parcel, kindly download the attached receipt and open in your browser, update your delivery details, and track your package for the right location. Fell free to email us for more delivry information.     DOWNLOAD ATTACHMENT     2018 DHL Express | Customer Service Dear Customer, Your parcel have arrived our office, Our courier was unable to deliver the parcel to you due to wrong or invalid delivery information. To receive your parcel, kindly download the attached receipt and open in your browser,update your delivery details, and track your package for the right location.Fell free to email us for more delivry information.  DOWNLOAD ATTACHMENT © 2018 DHL Express | Customer Service",1,1,"[""\u0120Service"", ""\u0120Customer"", ""\u0120track"", ""\u0120and"", ""\u0120\u00c2\u00a9"", ""\u01202018"", ""HL"", ""\u0120D"", ""\u0120|"", ""\u0120Express""]","[1.5447865117270992e-05, 1.5437398975428214e-05, 1.2429380079820043e-05, 1.2428084425938857e-05, 1.2196739143686466e-05, 1.2190098751266049e-05, 9.912083733756588e-06, 9.912024485038845e-06, 9.185652125556515e-06, 9.184012629794441e-06]","[""your"", ""Fell"", ""free"", ""Your"", ""unable"", ""parcel"", ""arrived"", ""wrong"", ""was"", ""ATTACHMENT""]","[1.7306920250377016e-06, 1.696024068602422e-06, 1.6747571663260694e-06, 1.6731632366977141e-06, 1.6337672008229526e-06, 1.5675574575641146e-06, 1.5602379871633606e-06, 1.4740925312439935e-06, 1.461129033763631e-06, 1.4221393284724867e-06]"
"Reference no: THB/JA2CT-110P/2010
YAHOO INTERNATIONAL LOTTERY
2010 CONGRATULATIONS!
Yahoo International Lottery Organization
 
Congratulations!!!
 
Yahoo!!! Mail announces you as one of the (5) Five lucky winners in the ongoing 12 Years Yahoo lottery Award of this year 2010. All 5, winning email addresses were randomly selected from a batch of 50,000.00 international emails each from Canada, Australia, United States, Asia, Europe, Middle East, Africa and Oceania as part of our international promotions program which is conducted annually, consequently, you have been approved for a total pay out of TWO MILLION FIVE HUNDRED UNITED STATE DOLLARS ( $2,500. 000.00 USD) This Lottery was promoted and sponsored by a conglomerate of some multinational companies as part of their social responsibility to the citizens in the communities where they have operational base.
 
Furthermore, your details (e-mail address) falls within our representative office in Bangkok Thailand, as indicated in your play coupon and your prize of ($2,500.000.00 USD) will be released to you from this regional branch office in Bangkok Thailand. Your Winning Fund $2,500,000,00 USD is now deposited with the Bank in Thailand. Due to mix up of some numbers and names, we ask that you keep this award from public notice until your claim has been processed, and your winning Funds will be transfer to your account, as this is part of our security protocol, to avoid double claiming and unwarranted taking of advantage of this program by participants, as it has happened in the past.
 
LAST LOTTO RESULT
 
774673283-784 = 3467-474763-47476
3856-008487 = 274-374-77430000
3364-4443-86543-0 = 778-35-038063473
 
To begin your lottery claims, Please make sure you contact our Yahoo Lottery Co-ordinator through the bellow email address stated in this email.
 
Sir Noah Alexander, Email: [rev_mike_edward@yahoo.co.jp] +66814141374

You are advice to provide him with the following information and a copy of your international passport or driver's license via email attachment for vetting process which is a standard practice just to ensure that we are dealing with the right individual.
 
1. Full name:
2. Home Address:
3. Telephone number:
4. Private Telephone:
5. Occupation:
6. Age:
7. Sex:
8. Nationality:
9. Country of Origin: Country of Residence/work:
10. International passport or driverâ€™s licenses
 
Remember, all prize money must be claimed not later than Two Weeks. Any claim not made by this date will be returned to HER MAJESTYS DEPARTMENT OF THE TREASURY. And also be informed that 10% of your lottery winning belongs to (THE PROMOTIONS COMPANY). Because they are the company that bought your ticket and played the lottery in your favor.
 
NOTE: In order to avoid unnecessary delays and complications, please remember to quote your reference and Lucky numbers in all correspondences with us, Furthermore, should there be any change of address, please do inform our Co-ordinator as soon as possible. Yahoo lottery is a free service that does not require you to be a Yahoo Registered user. An original copy of your lucky winning Certificate will be sent to you by Administrative Post Office Operation Issuing Paying Bank Thailand that is in charge of your payment.
 
CONGRATULATIONS!!!! Once again from all members of our staff and thank you for being a part of our International Promotions program.
 
We wish you continued good fortunes.
Mrs. Rosemary Jimbo
Yahoo!! International Lottery Organization
Bangkok Branch Office",1,1,"[""ARS"", ""\u0120responsibility"", ""\u0120social"", ""Congratulations"", ""\u0120one"", ""\u0120Five"", ""\u0120winners"", ""\u0120This"", ""\u0120promoted"", ""\u0120sponsored""]","[5.304275847900601e-06, 2.113806028571733e-06, 2.113530666180563e-06, 1.508968346046679e-06, 1.4545791076891351e-06, 1.4545791076891351e-06, 1.4545791076891351e-06, 1.2364724676687589e-06, 1.2364724676687589e-06, 1.2364724676687589e-06]","[""Reference"", ""Lottery"", ""Mail"", ""being"", ""not"", ""0"", ""representative"", ""rev_mike_edward"", ""Bank"", ""mix""]","[0.0013874916165409882, 0.001143322480247074, 0.001096198324559575, 0.0004943812261592766, 0.00034926758770867556, 0.00032523076916648357, 0.00025299987788667986, 0.00021897953471142662, 0.00018499243688145097, 6.230764042684571e-05]"
"Dear Funds Beneficiary,

We are contacting you from the Bangkok bank International Swift Transfer Department.kindly get back to us now for the Transfer of your funds in the Amount of Ten Million, Five Hundred Thousand Dollars Via Swift direct wire Transfer directly to your Own bank  account in your Country as instructed by the Central Bank of Thailand.

We have been instructed to ensure you receive your Funds Payment transfer directly into your Bank Account within Three working Days.",1,1,"[""\u0120Own"", ""\u0120have"", ""\u0120been"", ""\u0120receive"", ""\u0120Bank"", ""\u0120Account"", ""\u0120wire"", ""\u0120Transfer"", ""\u0120in"", ""\u0120account""]","[1.9359091917673748e-05, 6.924643480488158e-06, 6.923374409476916e-06, 6.2716310594623795e-06, 5.498174475958097e-06, 5.49805173206897e-06, 5.441420148599718e-06, 5.439234276612599e-06, 5.181257923444112e-06, 5.179629374651995e-06]","[""We"", ""get"", ""Bangkok"", ""are"", ""contacting"", ""Dear"", ""the"", ""of"", ""Bank"", ""Transfer""]","[6.478529520425133e-07, 4.325123541156755e-07, 3.9936191331138175e-07, 3.3610709151255525e-07, 2.664079350051432e-07, 2.515819965647708e-07, 2.2450473356595067e-07, 2.0778528288174443e-07, 2.067132704835194e-07, 1.846402485560806e-07]"
We provide credit and funding for private individuals and businesses. We provide credit in the below industries: contact us via Email:,1,1,"[""\u0120businesses"", ""."", ""\u0120Email"", ""\u0120via"", ""\u0120private"", ""\u0120for"", ""\u0120industries"", ""\u0120funding"", ""\u0120in"", ""\u0120credit""]","[8.333231562573928e-07, 8.307397365570068e-07, 7.711350917816162e-07, 7.667549652978778e-07, 6.407499313354492e-07, 6.386944733094424e-07, 5.48139723832719e-07, 4.991888999938965e-07, 4.842877388000488e-07, 4.78595666209003e-07]","[""We"", ""businesses"", ""Email"", ""us"", ""and"", ""provide"", ""contact"", ""credit"", ""private"", ""industries""]","[0.004250783774412772, 0.004129505503227017, 0.0038968465822738826, 0.003173877048276456, 0.0031128840742539934, 0.0029347354017029217, 0.0029077137499032815, 0.0028486146053023492, 0.0021860455846198904, 0.001984310219121916]"
You have a new secure message from your bank. Click here to read it.,1,1,"[""\u0120Click"", ""\u0120your"", ""\u0120bank"", ""</s>"", ""."", ""\u0120a"", ""\u0120have"", ""\u0120it"", ""\u0120read"", ""\u0120message""]","[7.268041372299194e-06, 5.1233009799034335e-06, 5.122274160385132e-06, 4.855915904045105e-06, 4.8539550334680825e-06, 1.7434358596801758e-06, 1.7350103007629514e-06, 1.0728836059570312e-06, 1.0661351552698761e-06, 7.080316208885051e-07]","[""Click"", ""secure"", ""here"", ""bank"", ""your"", ""it"", ""You"", ""have"", ""new"", ""to""]","[0.017061479694314676, 0.014954066465608758, 0.01329271047154047, 0.011570850416380465, 0.011483892311791762, 0.011144054910602288, 0.010144186562265178, 0.009379856357065732, 0.007639206855341875, 0.0073047876944991215]"
"see to this proposal hello ! compliments i have been searching for a person whom we can jointly invest , trust in and also solicit an honorable partnership with . i want to confirm that your contact information was got from a web email directory . i represent a client who is interested in investing in your country in areas related to agriculture or any business of your choice , to initiate a proper and structured relationship . please let me know what your response will be to an offer to receive investment funds in cash if ; 1 . the said fund amounts to us $ 8 , 500 , 000 ( eight million , five hundred thousand us dollars ) . 2 . the said fund is in cash and needs to be transferred in the same state , due to some covert reasons . 3 . the fund could be invested through your agency in the purchase of facility and assets for investment purposes within your country , in collaboration with the agency of the current brokers . 4 . this transaction will result in you being paid a commission of 10 % off the investment capital . 5 . the fund owners desire absolute confidentiality and professionalism in the handling of this matter , due to risks of seizure of the fund and litigation if personalities are revealed . the fund owners have interest to invest in any of the following industries , depending on which is most transparent , low risk , and average profit yielding : power generation , telecommunication and software development , film production , hardware manufacturing and export , medicine , construction or real - estate development . based upon the information provided above , i would like to know if you shall be able to assist in the nature of managing the investment fund . you must note that the fund can only be transferred in cash , therefore if you are in acceptance to participate with us in the investment of the fund , you shall also need to participate with us in the transfer of the fund in cash in the manner of receiving the fund in cash and depositing it in a trusted account opened in favour of the investment to be established . and this account would serve as the base or operating account for the investment . i am obliged to believe that you would be able to understand the information above , and should you need further information , please do not hesitate to ask . kindly confirm receipt of this email by sending all correspondence to : quazihossain 44 @ netscape . net sincerely , quazi hossain ( esq )",1,1,"[""\u0120investing"", ""\u0120was"", ""\u0120trust"", ""\u0120client"", ""\u0120who"", ""\u0120jointly"", ""\u0120want"", ""\u0120related"", ""\u0120areas"", ""\u0120interested""]","[0.001726604507826125, 0.0011662970194035714, 0.0011212149272298868, 0.0009465929443886796, 0.0009465914089790041, 0.0009208587420498893, 0.0008773060284415501, 0.0006849957527035421, 0.000684994596088936, 0.0005627708988638168]","[""hello"", ""your"", ""invest"", ""i"", ""this"", ""sending"", ""directory"", ""to"", ""us"", ""any""]","[2.4008872195366607e-06, 1.705734969588392e-06, 1.6226408692911477e-06, 1.5937902225602617e-06, 1.579408394571708e-06, 1.4621392661796759e-06, 1.3105369248881031e-06, 8.307311728174726e-07, 5.002755786410605e-07, 3.7997933786964986e-07]"
"fyi , kim .
- - - - - original message - - - - -
from : frazier , perry
sent : thursday , march 07 , 2002 2 : 25 pm
to : lebeau , randy ; watson , kimberly ; abdmoulaie , mansoor
subject : re : re ivanhoe e . s . d
just a couple of additional thoughts , the cost estimate for esd mods of $ 130 , 000 will typically be , about 25 % more . the e abdmoulaie , mansoor ; frazier , perry
subject : fw : re ivanhoe e . s . d
here is an estimate for the upgrade to the ivanhoe esd system . please keep in mind that the hp at the location has not been in operation for several years and if it is ever required , we may be looking a major expense for that , too . ( $ 200 , 000 + or - )
- - - - - original message - - - - -
from : jordan , fred
sent : thursday , march 07 , 2002 7 : 24 am
to : lebeau , randy
subject : re ivanhoe e . s . d
fyi
- - - - - - - - - - - - - - - - - - - - - - forwarded by fred jordan / et & s / enron on 03 / 07 / 2002 07 : 10 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
>
eddie pool
03 / 07 / 2002 07 : 13 am
to : fred jordan / et & s / enron @ enron
cc :
subject : re ivanhoe e . s . d
fred
here is what i came up with on the ivanhoe station .
>",0,0,"[""ber"", ""ly"", ""just"", ""\u0120couple"", ""\u0120additional"", ""\u0120thoughts"", ""\u0120k"", ""atson"", ""im"", ""\u01202""]","[0.04383136881598113, 0.043831368436212846, 0.028029259553648815, 0.028029259553648815, 0.027446211575068817, 0.02744620984156038, 0.023565729026064478, 0.023565729026064478, 0.023565727499120205, 0.013299742576740907]","[""from"", ""sent"", ""subject"", ""just"", ""to"", ""estimate"", ""perry"", ""frazier"", ""additional"", ""more""]","[0.010174970212049127, 0.009647275019433972, 0.00954060173076438, 0.00856696882083721, 0.008382173582950668, 0.00705903869714646, 0.005538440003592271, 0.005116438767757876, 0.005058891694325169, 0.003387519096180758]"
"ARE YOU READY TO RECEIVE A $5000 THAT WAS SENT TO YOU THROUGH THE WESTERN UNION 
HEADQUARTER TODAY?

PLEASE HURRY UP NOW AND CONTACT PASTOR EMMANUEL SCOAN THROUGH THIS EMAIL 
ADDRESS (wupaycentre@web.co.zw) ASK HIM TO RELEASE THE MTCN AND OTHER PICK UP INFORMATION FOR YOU TO PICK THE 
AMOUNT IMMEDIATELY.

DONT FORGET TO SEND YOUR FULL CONTACT INFORMATION CORRECTLY FOR HIM TO TRACE 
YOUR MONEY THROUGH YOUR PAYMENT FILE LIKE:

YOUR RECEIVER FIRST AND SECOND NAME
YOUR FULL CONTACT ADDRESS
YOUR CURRENT AND WORKING TELEPHONE NUMBER
COUNTRY,STATE,ZIP CODE AND CITY OF ORIGIN

YOUR EMAIL ADDRESS HAS JUST BEEN FOUND TODAY AFTER A LONG TIME AS YOUR FILE HAS 
BEEN MISPLACED DUE TO NEW DEVELOPMENT IN THE OFFICE FROM THE PAST GOVERNMENT.

HE WILL GIVE YOU A DIRECTION ON HOW TO PICK IT IF YOU CAN CONTACT HIM NOW AND 
FOLLOW HIS DIRECTED INSTRUCTION. PLEASE TRY TO BUILD A MUTUAL BENEFIT OF UNDERSTAND TRUST AND HONEST WITH HIM AS  HE IS A SIMPLE AND EASY GOING PASTOR.

REGARDS FROM THE INFORMATION MANAGER
MRS SUSAN UKACHI",1,1,"[""U"", ""MAN"", ""\u0120EM"", ""\u0120LIKE"", "":"", ""IP"", ""Z"", ""STATE"", "","", ""O""]","[1.1523473350440754e-05, 1.1518003034057876e-05, 9.329277364646687e-06, 6.677411912999844e-06, 6.676016030068818e-06, 6.136310196691944e-06, 6.136211394761866e-06, 4.159156814268734e-06, 4.1581810482086675e-06, 4.028929184000042e-06]","[""web"", ""wupaycentre"", ""NOW"", ""TO"", ""THAT"", ""ADDRESS"", ""co"", ""THE"", ""HURRY"", ""EMAIL""]","[1.1488773170947117e-06, 9.58856879548179e-07, 6.806293562792658e-07, 6.090205286799663e-07, 4.132320514611248e-07, 3.527816661793326e-07, 2.8625029153036095e-07, 2.572498762417373e-07, 1.4029904873821486e-07, 1.376912582473441e-07]"
"Good day,

Kindly confirm if you received my previous email.

Regards,
Thomas.",1,1,"[""Thomas"", ""."", ""Reg"", ""ards"", ""\u0120day"", ""\u0120previous"", ""\u0120my"", ""Kind"", ""ly"", ""\u010a""]","[7.170465323724784e-07, 7.115304470062256e-07, 6.91900595484185e-07, 6.910413503646851e-07, 5.533494610669246e-07, 3.520399332046509e-07, 3.464620021986775e-07, 2.357137418584898e-07, 2.2351741790771484e-07, 1.341104507446289e-07]","[""Kindly"", ""day"", ""Good"", ""you"", ""email"", ""Thomas"", ""previous"", ""Regards"", ""received"", ""my""]","[3.231071208748728e-05, 3.1990805549452295e-05, 3.099645578724218e-05, 3.066965899602767e-05, 3.0354415840445768e-05, 2.955050418167731e-05, 2.928525254619585e-05, 2.8795364744446527e-05, 2.7402011821770955e-05, 1.9397803007609748e-05]"
"settlement i made the changes you asked for , plus a minor wording change in section 1 about effective date . this needs to be executed in duplicate originals , so print two . if you have any questions , let me know !",0,0,"[""\u0120let"", ""\u0120me"", ""\u0120made"", ""\u0120the"", ""\u0120for"", ""\u0120asked"", ""\u0120a"", ""\u0120minor"", ""\u0120i"", ""lement""]","[0.11680238924297252, 0.11680238790495423, 0.08892600088658968, 0.0889259935409386, 0.08193624150525962, 0.08193623726500929, 0.08074086435780456, 0.08074085901618715, 0.07741179940630487, 0.0774117973800678]","[""minor"", ""changes"", ""wording"", ""the"", ""section"", ""questions"", ""date"", ""in"", ""you"", ""change""]","[0.2126422190109426, 0.1989660799490608, 0.1745402775402768, 0.17026512831886922, 0.1261316865255236, 0.11410453793479877, 0.11365062900179031, 0.10936589533668359, 0.10502974243935508, 0.10463503738632947]"
"Greetings,

I have a business ideal i wish  to share with you, kindly contact me if you are interested.

Regards,
Williams Cheung.",1,1,"[""reetings"", ""\u0120me"", ""\u0120contact"", ""\u0120are"", ""\u0120interested"", ""\u0120kindly"", ""\u0120with"", ""\u0120you"", ""\u0120if"", ""Reg""]","[1.0551282988065698e-06, 9.145587682723999e-07, 9.137388587987516e-07, 5.417411849910942e-07, 5.376392177173069e-07, 5.159527063369751e-07, 4.344902890807134e-07, 3.4458935260772705e-07, 3.4323147701798007e-07, 2.3123409066881452e-07]","[""you"", ""Greetings"", ""kindly"", ""Regards"", ""I"", ""interested"", ""Cheung"", ""contact"", ""business"", ""wish""]","[0.004803646963488284, 0.0046906326039605015, 0.00435496100184263, 0.004156101326226778, 0.004075875157949131, 0.004055059422460059, 0.0036429769583699433, 0.0036241895223602977, 0.0030654805431259862, 0.002882190434373404]"
"
Hello,

I am Dr. E.N. Dan-Kano; the Head of the Directorate of Petroleum and Pipeline Marketing (DPPM), Nigeria. The DPPM is an agency of the Nigerian government with exclusive oversight on the international trade of Nigeria?s Petroleum and products. This is why we also maintain a permanent presence here in the London International Petroleum Exchange (IPE).

I have US$23.8Million that I need your assistance to relocate it into the safety of your account. I accumulated the money by supplying more quantities of petroleum to buyers - than what was recorded and reported to the government. Supplies were under-invoiced. The entire payments all went straight into our account with the national financial institution. But that is never a problem as I am the signatory and custodian of the account by virtue of my position as the director of the DPPM.

I am contacting you today as I am about to be relieved of my position as the DPPM director, due to the change in the political leadership in our country. I need to transfer this money out of our account without delay.

I would have the fund processed and transferred into your account as a legal and due contract payment for a contract job you did for the DPPM some few years ago. Your occupation or vocation is not important.

I have reliable sources in our government offices that are on stand-by to issue the needed backup documents to ensure no questions are asked during the processing and transfer of this fund into your account anywhere in the world.

The documents would all reflect in government?s records and archives for authenticity and to pass all possible scrutiny. The processing of the fund and its transfer would meet all international standards and rules. 

Upon conclusion of the transfer, you would retain 15% of the fund as your commission. Its also important to note that I want to invest in your country under your guidance and tutelage.

I guarantee successful and timely completion of this project within 10 days from the date I file formal pre-authorized debit (PAD) order with the bank to process the transfer.

For more details, e-mail me at suranasry@voila.fr

Yours sincerely,
(H/P: +447937444817)
Dr. E.N. Dan-Kano
DPPM /International Petroleum Exchange (IPE)
Milton Gate, 60 Chiswell Street,
London, United Kingdom EC1Y 4SA",1,1,"[""\u0120quantities"", ""\u0120supplying"", ""\u0120what"", ""\u0120than"", ""\u0120petroleum"", ""\u0120financial"", ""\u0120national"", ""\u0120payments"", ""\u0120entire"", ""\u0120reported""]","[6.217950228491707e-05, 6.0230719762702684e-05, 4.404011709009804e-05, 4.404006257655903e-05, 3.252334251700693e-05, 9.618900393597261e-06, 9.61779672107634e-06, 8.793748592487947e-06, 8.792436816210576e-06, 8.276695708282812e-06]","[""I"", ""Hello"", ""DPPM"", ""am"", ""Dr"", ""have"", ""Petroleum"", ""E"", ""Nigeria"", ""Exchange""]","[1.063148586048117e-06, 8.392527402843281e-07, 8.3185678309774e-07, 7.90382014206181e-07, 4.977371091971407e-07, 4.554148503391989e-07, 4.434529373409747e-07, 3.792068262431428e-07, 3.512346283581583e-07, 3.510158399389193e-07]"
"{WORLD BANK DELEGATIONS} Debt Reconciliation Panel.

Attn: (Category “A” beneficiary)

APPROVED PAYMENT RELEASE NOTIFICATION OF USD10.5 M.

This is to inform you that the final clearance has been granted to you on your overdue payment by this organization together with the international debt management office London, mandate with immediate effect for the release of your long overdue contract / inheritance / winning payment voucher as a category “A” beneficiary. To this effect, we have decided to step in to regularize and settle all outstanding payments to every genuine funds beneficiary and all scammed victims, as we have arranged every payment/ transfer to be made through Santander Bank, London.

However, you has been issued with the below exclusive reference number so you’re hereby advised to take note of the payment referrals code below for easy claims whenever you asked to quote your referral code: ABA / WBO / bancoSantander / 0A05-16, as it is part of the security clearance that has been granted from the European central services depository association (Ecsda). You are therefore advised to contact the “Credit Manager, Corporate Banking Section Santander Bank London:

Mr. Manuel Soto.
Email: sotomanuel701@yahoo.com

With your banking details quoting the above reference numbers to confirm yourself as the bonafide recipient beneficiary so as to expedite the immediate clearance and release of your funds. Note, you are to forward all the necessary information by following the specimen below:

1) YOUR FULL NAME & ADDRESS:
2) PHONE, FAX AND MOBILE:
3) YOUR BANK’S NAME & ADDRESS:
BANK ACCOUNT NUMBER:
ROUTING NUMBER:
SWIFT CODE:
4) PROFESSION, AGE AND MARITAL STATUS:
5) COPY OF YOUR INT'L PASSPORT/DRIVERS LICENSE for IDENTIFICATION:

Best regards,
Mrs. Helena Dust.
Legal Department, World Bank Delegations
Regional Representative U.K.",1,1,"[""\u0120inheritance"", ""\u0120easy"", ""\u0120whenever"", ""\u0120claims"", ""\u0120Debt"", ""}"", ""\u0120take"", ""\u0120note"", ""\u0120outstanding"", ""Att""]","[5.364712951229943e-06, 4.0182710758277345e-06, 4.0182710758277345e-06, 4.018113759229891e-06, 3.795584543746393e-06, 3.7944829268415416e-06, 3.576520657588844e-06, 3.5763585141726904e-06, 3.3870339393615724e-06, 3.251381719312748e-06]","[""APPROVED"", ""Category"", ""PAYMENT"", ""Panel"", ""the"", ""Reconciliation"", ""M"", ""DELEGATIONS"", ""Manager"", ""international""]","[6.62975068213764e-07, 5.254813009623424e-07, 4.995139098938147e-07, 3.7871059711026477e-07, 2.557147517273366e-07, 2.4040945720189524e-07, 2.2773995076874368e-07, 1.8952166882405952e-07, 1.387625429817272e-07, 1.3181051154217177e-07]"
 hourahead hour : 24 ,0,0,"[""head"", ""ra"", ""\u0120hour"", ""\u0120:"", ""</s>"", ""\u012024"", ""<s>"", ""hou""]","[0.20615787645419914, 0.20615785391782993, 0.17422965271180146, 0.17422964958586817, 0.05625544989561604, 0.056255436684296, 0.0, 0.0]","[""hour"", ""24"", ""hourahead""]","[0.0004492046657092003, 0.000286727652438646, 0.000215082377607249]"
